StepNumber,Step,Unit,PartNumber,id,blend_item_code,trimmed_item_code,Unnamed: 4,Unnamed: 5
5,Set aside 100gal of Calumet 400-500<1% LPA 170.,gal,100507TANKO,5,93100GAS.B,93100GASB,,
6,Charge vessel with all remaining Calumet 400-500<1% LPA 170.,gal,100507TANKO,6,93100GAS.B,93100GASB,,
7,Start agitator at 160 RPM.,,,7,93100GAS.B,93100GASB,,
8,Add Enzyme through 5 and 1 micron filter stacked.,lbs,100433,8,93100GAS.B,93100GASB,,
9,Flush pump and add the extra 100gal of Calumet.,gal,100507TANKO,9,93100GAS.B,93100GASB,,
10,Agitate for 1 hour.,,,10,93100GAS.B,93100GASB,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,93100GAS.B,93100GASB,,
12,Ensure that any agitators used have been turned off.,,,12,93100GAS.B,93100GASB,,
13,"When dumping, inspect storage tote for any trash, dirt, and/or water contamination.",,,13,93100GAS.B,93100GASB,,
1,Gather the required materials.,,,1,93100GASAMBER.B,93100GASAMBERB,,
2,Verify that the vessel is clean.,,,2,93100GASAMBER.B,93100GASAMBERB,,
3,Change all sock filters and water trap filters.,,,3,93100GASAMBER.B,93100GASAMBERB,,
4,Agitate enzyme drums for 3 minutes before using.,,,4,93100GASAMBER.B,93100GASAMBERB,,
5,Set aside 100gal of Calumet 400-500<1% LPA 170.,gal,100507TANKO,5,93100GASAMBER.B,93100GASAMBERB,,
6,Charge vessel with all remaining Calumet 400-500<1% LPA 170.,gal,100507TANKO,6,93100GASAMBER.B,93100GASAMBERB,,
7,Start agitator at 160 RPM.,,,7,93100GASAMBER.B,93100GASAMBERB,,
8,Add Enzyme through 5 and 1 micron filter stacked.,lbs,100433,8,93100GASAMBER.B,93100GASAMBERB,,
9,Flush pump and add the extra 100gal of Calumet.,gal,100507TANKO,9,93100GASAMBER.B,93100GASAMBERB,,
10,Pump product to dedicated amber-startron mix vessel. (Tank 17).,,,10,93100GASAMBER.B,93100GASAMBERB,,
11,Hook air hose to line so excess product is blown out and product in vessel begins bubbling.,,,11,93100GASAMBER.B,93100GASAMBERB,,
12,Leaving air on so that air bubbles agitate the blend; add Chromatint Yellow Dye HF D51003.,grams,030192,12,93100GASAMBER.B,93100GASAMBERB,,
13,Leaving air on so that air bubbles agitate the blend; add Chromatint Red IK D530004.,grams,100416,13,93100GASAMBER.B,93100GASAMBERB,,
14,Mix product for 1 hour using air bubbles. ,,,14,93100GASAMBER.B,93100GASAMBERB,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,93100GASAMBER.B,93100GASAMBERB,,
16,Ensure that any agitators used have been turned off.,,,16,93100GASAMBER.B,93100GASAMBERB,,
1,Gather the required materials.,,,1,93100GASBLUE.B,93100GASBLUEB,,
2,Verify that the vessel is clean.,,,2,93100GASBLUE.B,93100GASBLUEB,,
3,Agitate enzyme drums for 3 minutes before using.,,,3,93100GASBLUE.B,93100GASBLUEB,,
4,Change all sock filters and water trap filters.,,,4,93100GASBLUE.B,93100GASBLUEB,,
5,Set aside 100gal of Calumet 400-500<1% LPA 170.,gal,100507TANKO,5,93100GASBLUE.B,93100GASBLUEB,,
6,Charge vessel with all remaining Calumet 400-500<1% LPA 170.,gal,100507TANKO,6,93100GASBLUE.B,93100GASBLUEB,,
7,Start agitator at 160 RPM.,,,7,93100GASBLUE.B,93100GASBLUEB,,
8,Add Enzyme through 5 and 1 micron filter stacked.,lbs,100433,8,93100GASBLUE.B,93100GASBLUEB,,
9,Flush pump and add the extra 100gal of Calumet.,gal,100507TANKO,9,93100GASBLUE.B,93100GASBLUEB,,
10,Add Chromatint Blue HF D55000,grams,031028,10,93100GASBLUE.B,93100GASBLUEB,,
11,Agitate for 4 hours.,,,11,93100GASBLUE.B,93100GASBLUEB,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,93100GASBLUE.B,93100GASBLUEB,,
13,Ensure that any agitators used have been turned off.,,,13,93100GASBLUE.B,93100GASBLUEB,,
14,"When dumping, inspect storage tote for any trash, dirt, and/or water contamination.",,,14,93100GASBLUE.B,93100GASBLUEB,,
1,Gather the required materials.,,,1,93100TANK.B,93100TANKB,,
2,Verify that the vessel is clean.,,,2,93100TANK.B,93100TANKB,,
3,Agitate enzyme drums for 3 minutes before using.,,,3,93100TANK.B,93100TANKB,,
4,Change all sock filters and water trap filters.,,,4,93100TANK.B,93100TANKB,,
5,Set aside 100gal of Calumet 400-500<1% LPA 170.,gal,100507TANKO,5,93100TANK.B,93100TANKB,,
6,Charge vessel with all remaining Calumet 400-500<1% LPA 170.,gal,100507TANKO,6,93100TANK.B,93100TANKB,,
7,Start agitator at 160 RPM.,,,7,93100TANK.B,93100TANKB,,
8,Add Enzyme through 5 and 1 micron filter stacked.,lbs,100433,8,93100TANK.B,93100TANKB,,
9,Flush pump and add the extra 100gal of Calumet.,gal,100507TANKO,9,93100TANK.B,93100TANKB,,
10,Agitate for 4 hours.,,,10,93100TANK.B,93100TANKB,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,93100TANK.B,93100TANKB,,
12,Ensure that any agitators used have been turned off.,,,12,93100TANK.B,93100TANKB,,
13,"When dumping, inspect storage tote for any trash, dirt, and/or water contamination.",,,13,93100TANK.B,93100TANKB,,
1,Gather the required materials.,,,1,93100XBEE.B,93100XBEEB,,
2,Verify that the vessel is clean.,,,2,93100XBEE.B,93100XBEEB,,
3,Wipe dust off tops of enzyme drums before opening.,,,3,93100XBEE.B,93100XBEEB,,
4,Agitate enzyme drums for 3 minutes before using.,,,4,93100XBEE.B,93100XBEEB,,
5,Change all sock filters and water trap filters.,,,5,93100XBEE.B,93100XBEEB,,
6,Charge vessel with all remaining Calumet 400-500<1%,gal,100507TANKO,6,93100XBEE.B,93100XBEEB,,
7,Start agitator at 160 RPM.,,,7,93100XBEE.B,93100XBEEB,,
8,Add Enzyme through 5 and 1 micron filter stacked.,lb,100433CONS,8,93100XBEE.B,93100XBEEB,,
9,Agitate for 4 hours.,,,9,93100XBEE.B,93100XBEEB,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,93100XBEE.B,93100XBEEB,,
11,Ensure that any agitators used have been turned off.,,,11,93100XBEE.B,93100XBEEB,,
12,"When dumping, inspect storage tote for any trash, dirt, and/or water contamination.",,,12,93100XBEE.B,93100XBEEB,,
13,If Filling Drum Blends - pull one quart after 3rd drum is filled,,,13,93100XBEE.B,93100XBEEB,,
1,Gather the required materials.,,,1,93700.B,93700B,,
2,Verify that the vessel is clean. ,,,2,93700.B,93700B,,
3,Apply GHS label to the mix vessel.,,,3,93700.B,93700B,,
4,Charge vessel with water.,gal,WATER,4,93700.B,93700B,,
5,Start agitator. ,,,5,93700.B,93700B,,
6,Add Lauramine Oxide,lbs,030021,6,93700.B,93700B,,
7,Add Colamid 0071 or Ninol 30 LL,lbs,030104,7,93700.B,93700B,,
8,Add AOS 40,lbs,030152,8,93700.B,93700B,,
9,Add Sodium Lauryl Sulfate,lbs,030085,9,93700.B,93700B,,
10,Add Protelen LS 7585 (in totes-temprary only using until gone),lbs,030179,10,93700.B,93700B,,
11,Add Pine Oil,lbs,100436,11,93700.B,93700B,,
12,Agitate for 30 minutes.,,,12,93700.B,93700B,,
13,Verify that batch has thickened. ,,,13,93700.B,93700B,,
14,Add M96027 Chromatint Green 1102,grams,100438,14,93700.B,93700B,,
15,Agitate until ingredients are mixed.,,,15,93700.B,93700B,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,93700.B,93700B,,
17,Ensure that any agitators used have been turned off.,,,17,93700.B,93700B,,
18,Remove GHS label from the mix vessel.,,,18,93700.B,93700B,,
1,Gather the required materials.,,,1,93800.B,93800B,,
2,Verify that the vessel is clean. ,,,2,93800.B,93800B,,
3,Apply GHS label to the mix vessel.,,,3,93800.B,93800B,,
4,Charge vessel with water.,gal,WATER,4,93800.B,93800B,,
5,Start agitator. ,,,5,93800.B,93800B,,
6,Add Lauramine Oxide,lbs,030021,6,93800.B,93800B,,
7,Add Colamid 0071 or Ninol 30 LL,lbs,030104,7,93800.B,93800B,,
8,Add AOS 40,lbs,030152,8,93800.B,93800B,,
9,Add Sodium Lauryl Sulfate,lbs,030085,9,93800.B,93800B,,
10,Add Pine Oil,lbs,100436,10,93800.B,93800B,,
11,Agitate for 30 minutes.,,,11,93800.B,93800B,,
12,Verify that batch has thickened. ,,,12,93800.B,93800B,,
13,Add D91028 Chromatint Yellow 1648,grams,100399,13,93800.B,93800B,,
14,Agitate until ingredients are mixed.,,,14,93800.B,93800B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,93800.B,93800B,,
16,Ensure that any agitators used have been turned off.,,,16,93800.B,93800B,,
17,Remove GHS label from the mix vessel.,,,17,93800.B,93800B,,
1,Gather the required materials.,,,1,94200.B,94200B,,
2,Verify that the vessel is clean. ,,,2,94200.B,94200B,,
3,Apply GHS label to the mix vessel.,,,3,94200.B,94200B,,
4,Charge vessel with water.,gal,WATER,4,94200.B,94200B,,
5,Start agitator.,,,5,94200.B,94200B,,
6,Add Versene 100,lbs,030019,6,94200.B,94200B,,
7,Add Glycol Ether DPM,lbs,030011,7,94200.B,94200B,,
8,Add Tomadol 91-8,lbs,031013,8,94200.B,94200B,,
9,Add Orange Enhancer,lbs,030124,9,94200.B,94200B,,
10,Add Lemon Fragrance AB107263,lbs,030004,10,94200.B,94200B,,
11,Add Sodium Xylene Sulfonate,lbs,030013,11,94200.B,94200B,,
12,Add Liquitint Brilliant Orange L82000,grams,500321,12,94200.B,94200B,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,94200.B,94200B,,
14,Ensure that any agitators used have been turned off.,,,14,94200.B,94200B,,
15,Remove GHS label from the mix vessel.,,,15,94200.B,94200B,,
1,Gather the required materials.,,,1,94200CLEAR.B,94200CLEARB,,
2,Verify that the vessel is clean. ,,,2,94200CLEAR.B,94200CLEARB,,
3,Charge vessel with water.,,WATER,3,94200CLEAR.B,94200CLEARB,,
4,Start agitator.,,,4,94200CLEAR.B,94200CLEARB,,
5,Add Versene 100,,030019,5,94200CLEAR.B,94200CLEARB,,
6,Add Glycol Ether DPM,,030011,6,94200CLEAR.B,94200CLEARB,,
7,Add Tomadol 91-8,,031013,7,94200CLEAR.B,94200CLEARB,,
8,Add Orange Enhancer,,030124,8,94200CLEAR.B,94200CLEARB,,
9,Add Lemon Fragrance AB107263,,030004,9,94200CLEAR.B,94200CLEARB,,
10,Add Sodium Xylene Sulfonate,,030013,10,94200CLEAR.B,94200CLEARB,,
11,Add Busan 1264,,030146,11,94200CLEAR.B,94200CLEARB,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,94200CLEAR.B,94200CLEARB,,
13,Ensure that any agitators used have been turned off.,,,13,94200CLEAR.B,94200CLEARB,,
1,Gather the required materials.,,,1,94400.B,94400B,,
2,Verify that the vessel is clean. ,,,2,94400.B,94400B,,
3,Apply GHS label to the mix vessel.,,,3,94400.B,94400B,,
4,Charge vessel with water.,,WATER,4,94400.B,94400B,,
5,Start agitator.,,,5,94400.B,94400B,,
6,Add Accusol 820 and agitate for 10 minutes.                                                             ,,030000,6,94400.B,94400B,,
7,Slowly add Sodium Metasilicate and agitate until ingredients are mixed.,,240073,7,94400.B,94400B,,
8,Add Glycol Ether DPM and agitate until ingredients are mixed.,,030011,8,94400.B,94400B,,
9,Add Isopropyl Alcohol and agitate for 10 minutes. ,,030018,9,94400.B,94400B,,
10,Add Tomadol 91-8 and agitate for 10 minutes. ,,031013,10,94400.B,94400B,,
11,Add Coladet 190 and agitate for 10 minutes. ,,030113,11,94400.B,94400B,,
12,Add lemon Fragrance and agitate for 10 minutes. ,,030004,12,94400.B,94400B,,
13,Add Orange Enhancer and agitate for 10 minutes. ,,030124,13,94400.B,94400B,,
14,Add Chromatech Liquitint Orange L82000 Dye and agitate for 10 minutes.,,500321,14,94400.B,94400B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,94400.B,94400B,,
16,Ensure that any agitators used have been turned off.,,,16,94400.B,94400B,,
17,Remove GHS label from the mix vessel.,,,17,94400.B,94400B,,
1,Gather the required materials.,,,1,94444CON.B,94444CONB,,
2,Verify that the vessel is clean. ,,,2,94444CON.B,94444CONB,,
3,Apply GHS label to the mix vessel.,,,3,94444CON.B,94444CONB,,
4,Charge vessel with water.,gal,WATER,4,94444CON.B,94444CONB,,
5,Start agitator.,,,5,94444CON.B,94444CONB,,
6,Add Busan 1264,lbs,030146,6,94444CON.B,94444CONB,,
7,Add Pilot AOS-40,lbs,030152,7,94444CON.B,94444CONB,,
8,Agitate for 10 minutes. ,,,8,94444CON.B,94444CONB,,
9,Add NA SUL 437,lbs,030105,9,94444CON.B,94444CONB,,
10,Add APS-342,grams,031036,10,94444CON.B,94444CONB,,
11,Add DYE-TURQUOISE GREEN 8GL,grams,030009,11,94444CON.B,94444CONB,,
12,Agitate for 30 minutes.,,,12,94444CON.B,94444CONB,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,94444CON.B,94444CONB,,
14,Ensure that any agitators used have been turned off.,,,14,94444CON.B,94444CONB,,
15,Remove GHS label from the mix vessel.,,,15,94444CON.B,94444CONB,,
1,Gather the required materials.,,,1,94444RTU.B,94444RTUB,,
2,Verify that the vessel is clean. ,,,2,94444RTU.B,94444RTUB,,
3,Apply GHS label to the mix vessel.,,,3,94444RTU.B,94444RTUB,,
4,Charge vessel with water.,,WATER,4,94444RTU.B,94444RTUB,,
5,Start agitator.,,,5,94444RTU.B,94444RTUB,,
6,Add Busan 1264,,030146,6,94444RTU.B,94444RTUB,,
7,Add Pilot AOS-40,,030152,7,94444RTU.B,94444RTUB,,
8,Agitate for 10 minutes. ,,,8,94444RTU.B,94444RTUB,,
9,Add NA SUL 437,,030105,9,94444RTU.B,94444RTUB,,
10,Add APS-342,,031036,10,94444RTU.B,94444RTUB,,
11,Add DYE-TURQUOISE GREEN 8GL,,030009,11,94444RTU.B,94444RTUB,,
12,Agitate for 30 minutes.,,,12,94444RTU.B,94444RTUB,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,94444RTU.B,94444RTUB,,
14,Ensure that any agitators used have been turned off.,,,14,94444RTU.B,94444RTUB,,
15,Remove GHS label from the mix vessel.,,,15,94444RTU.B,94444RTUB,,
1,Gather the required materials.,,,1,94500.B,94500B,,
2,Verify that the vessel is clean. ,,,2,94500.B,94500B,,
3,Apply GHS label to the mix vessel.,,,3,94500.B,94500B,,
4,Charge vessel with water.,,WATER,4,94500.B,94500B,,
5,Start agitator.,,,5,94500.B,94500B,,
6,Add Tomadol 91-8. ,,031013,6,94500.B,94500B,,
7,Add d-Limonene,,030038,7,94500.B,94500B,,
8,Add SODIUM LAURYL SULFATE ,,030085,8,94500.B,94500B,,
9,Add Coladet DEF 15,,030008CN,9,94500.B,94500B,,
10,Agitate for 5 minutes. ,,,10,94500.B,94500B,,
11,Add Busan 1264,,030146,11,94500.B,94500B,,
12,Agitate for 20 minutes. ,,,12,94500.B,94500B,,
13,Add Chromatech Liquitint Orange L82000,,500321,13,94500.B,94500B,,
14,Agitate until ingredients are mixed.,,,14,94500.B,94500B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,94500.B,94500B,,
16,Ensure that any agitators used have been turned off.,,,16,94500.B,94500B,,
17,Remove GHS label from the mix vessel.,,,17,94500.B,94500B,,
1,Gather the required materials.,,,1,94600.B,94600B,,
2,Verify that the vessel is clean. ,,,2,94600.B,94600B,,
3,Apply GHS label to the mix vessel.,,,3,94600.B,94600B,,
4,Charge vessel with water.,,WATER,4,94600.B,94600B,,
5,Start agitator.,,,5,94600.B,94600B,,
6,Add Tomadol 91-8. ,,031013,6,94600.B,94600B,,
7,Add d-Limonene,,030038,7,94600.B,94600B,,
8,Add SODIUM LAURYL SULFATE ,,030085,8,94600.B,94600B,,
9,Add Coladet DEF 15,,030008CN,9,94600.B,94600B,,
10,Agitate for 5 minutes. ,,,10,94600.B,94600B,,
11,Add Busan 1264,,030146,11,94600.B,94600B,,
12,Add Lambent 703,,030111,12,94600.B,94600B,,
13,Agitate for 20 minutes. ,,,13,94600.B,94600B,,
14,Add Chromatech Liquitint Orange L82000,,500321,14,94600.B,94600B,,
15,Agitate until ingredients are mixed.,,,15,94600.B,94600B,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,94600.B,94600B,,
17,Ensure that any agitators used have been turned off.,,,17,94600.B,94600B,,
18,Remove GHS label from the mix vessel.,,,18,94600.B,94600B,,
1,Gather the required materials.,,,1,94700.B,94700B,,
2,Verify that the vessel is clean. ,,,2,94700.B,94700B,,
3,Apply GHS label to the mix vessel.,,,3,94700.B,94700B,,
4,Charge vessel with water.,gal,WATER,4,94700.B,94700B,,
5,Start agitator.,,,5,94700.B,94700B,,
6,Add Lauramine Oxide,lbs,030021,6,94700.B,94700B,,
7,Add Colamid 0071 or Ninol 30 LL,lbs,030104,7,94700.B,94700B,,
8,Add AOS 40,lbs,030152,8,94700.B,94700B,,
9,Add Sodium Lauryl Sulfate ,lbs,030085,9,94700.B,94700B,,
10,ADD Protan LS 7585,lbs,030179,10,94700.B,94700B,,
10,Add Lambent 703,lbs,030111,11,94700.B,94700B,,
11,Add Busan 1264,lbs,030146,12,94700.B,94700B,,
12,Add Pine Oil,lbs,100436,13,94700.B,94700B,,
13,Add Chromatint Blue 0408,gr,030112,14,94700.B,94700B,,
14,Agitate for 30 minutes.,,,15,94700.B,94700B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,94700.B,94700B,,
16,Ensure that any agitators used have been turned off.,,,17,94700.B,94700B,,
17,Remove GHS label from the mix vessel.,,,18,94700.B,94700B,,
1,Gather the required materials.,,,1,94900.B,94900B,,
2,Verify that the vessel is clean. ,,,2,94900.B,94900B,,
3,Apply GHS label to the mix vessel.,,,3,94900.B,94900B,,
4,Charge vessel with water.,gal,WATER,4,94900.B,94900B,,
5,Start agitator.,,,5,94900.B,94900B,,
6,Add Oxalic Acid.,lbs,030025,6,94900.B,94900B,,
7,Agitate for 10 minutes. ,,,7,94900.B,94900B,,
8,Add Glycolic Acid ,lbs,030151,8,94900.B,94900B,,
9,Using black wire locks; re-seal glycolic acid tote.,,,9,94900.B,94900B,,
10,Add Bio-terge AS-40,lbs,030152,10,94900.B,94900B,,
11,Agitate for 30 minutes.,,,11,94900.B,94900B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,94900.B,94900B,,
13,Ensure that any agitators used have been turned off.,,,13,94900.B,94900B,,
14,Remove GHS label from the mix vessel.,,,14,94900.B,94900B,,
1,Gather the required materials.,,,1,95000.B,95000B,,
2,Verify that the vessel is clean. ,,,2,95000.B,95000B,,
3,Apply GHS label to the mix vessel.,,,3,95000.B,95000B,,
4,Charge vessel with water.,gal,WATER,4,95000.B,95000B,,
,Start agitator,,,5,95000.B,95000B,,
5,Add Versene 100,lbs,030019,6,95000.B,95000B,,
6,Add Glycol Ether Eb,lbs,030012,7,95000.B,95000B,,
7,Add IPA,lbs,030018,8,95000.B,95000B,,
8,Add Ammonia 26,lbs,030178,9,95000.B,95000B,,
9,Add Acetic Acid,lbs,030161,10,95000.B,95000B,,
10,Add Sugaboost 050,lbs,031051,11,95000.B,95000B,,
11,Add API WS-500,lbs,030107,12,95000.B,95000B,,
12,Add Busan 1264,lbs,030146,13,95000.B,95000B,,
13,Add Lemon W/S Frag,lbs,030004,14,95000.B,95000B,,
14,Add Chromatint 0408,grams,030112,15,95000.B,95000B,,
15,Add SXS (Nease Naxonate 4LS),lbs,030013,16,95000.B,95000B,,
15,Agitate for 20 minutes.,,,17,95000.B,95000B,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,18,95000.B,95000B,,
17,Ensure that any agitators used have been turned off.,,,19,95000.B,95000B,,
18,Remove GHS label from the mix vessel.,,,20,95000.B,95000B,,
1,Gather the required materials.,,,1,95022.B,95022B,,
2,Verify that the vessel is clean. ,,,2,95022.B,95022B,,
3,Apply GHS label to the mix vessel.,,,3,95022.B,95022B,,
4,Charge vessel with water.,,WATER,4,95022.B,95022B,,
5,Add Acetic Acid 99.7%,,030161,5,95022.B,95022B,,
6,Add W/S Peppermint Oil 112-34-5,,030162,6,95022.B,95022B,,
7,Agitate for 15 minutes.,,,7,95022.B,95022B,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,95022.B,95022B,,
9,Ensure that any agitators used have been turned off.,,,9,95022.B,95022B,,
10,Remove GHS label from the mix vessel.,,,10,95022.B,95022B,,
1,Gather the required materials.,,,1,95300.B,95300B,,
2,Verify that the vessel is clean. ,,,2,95300.B,95300B,,
3,Apply GHS label to the mix vessel.,,,3,95300.B,95300B,,
4,Charge vessel with water.,gal,WATER,4,95300.B,95300B,,
5,Start agitator. ,,,5,95300.B,95300B,,
6,Add DNA,lbs,031018,6,95300.B,95300B,,
8,Add Odernone W/S,lbs,030198,7,95300.B,95300B,,
9,Add Ocean Breeze W/S Fragrance,lbs,030199,8,95300.B,95300B,,
10,Add Busan 1264,lbs,030146,9,95300.B,95300B,,
11,Agitate for 20 minutes.,,,10,95300.B,95300B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,95300.B,95300B,,
